userid,country,state,county,city
USER_4dc20601,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_5d962a17,United States of America,Louisiana,Bossier,Bossier City
USER_e9826134,United States of America,Wisconsin,Milwaukee County,Milwaukee
USER_704a2c15,United States of America,Tennessee,Shelby,Memphis
USER_54333ab1,United States of America,Virginia,Chesterfield,Ettrick
USER_83f284d2,United States of America,Pennsylvania,Westmoreland County,UKN
USER_53621ba3,United States of America,California,Los Angeles County,Inglewood
USER_1e9fb0be,United States of America,Michigan,Genesee,Mount Morris Township
USER_5335ac8e,United States of America,Massachusetts,Suffolk County,Boston
USER_389518c6,United States of America,UKN,District of Columbia,Washington
USER_44b4c6b1,United States of America,New Jersey,Ocean,Brick Township
USER_0aa24a86,United States of America,Connecticut,Fairfield,Bridgeport
USER_4c306943,United States of America,New York,Bronx County,NYC
USER_15867630,United States of America,New Jersey,Cape May,Ocean City
USER_dfe0c3b8,United States of America,Ohio,Franklin County,Columbus
USER_f9fc0ba6,United States of America,New York,Queens County,NYC
USER_e8b0b307,United States of America,Georgia,Cobb County,Smyrna
USER_764f0f39,United States of America,New York,Kings,NYC
USER_0359f17f,United States of America,Texas,Bell County,Killeen
USER_cc05c49f,United States of America,New York,Queens County,NYC
USER_7b8c76bd,United States of America,New York,Queens County,NYC
USER_dfcf57ba,Canada,Québec,UKN,Montréal
USER_09bb0c89,United States of America,Indiana,Delaware,UKN
USER_66bfdf17,United States of America,California,Riverside County,Riverside
USER_ba9e68aa,United States of America,Illinois,Will,Tinley Park
USER_e6dd90f6,United States of America,Ohio,Athens County,Athens
USER_41b68cdc,United States of America,Georgia,Rockdale,UKN
USER_c945a516,United States of America,New York,Westchester,Fairview
USER_896371c0,United States of America,New York,Kings County,NYC
USER_90403ab8,United States of America,Virginia,Richmond (city),Richmond
USER_85f56b5f,United States of America,North Carolina,Guilford,Greensboro
USER_82547bf5,United States of America,New York,Suffolk,UKN
USER_de1fb118,United States of America,Maryland,Baltimore County,UKN
USER_b1dd7f21,United States of America,New York,Westchester,Mount Vernon
USER_c0944c52,United States of America,New York,New York,NYC
USER_ec3c3e90,United States of America,Maryland,Baltimore County,Catonsville
USER_9dc95843,United States of America,New York,Kings,NYC
USER_3d443e86,United States of America,Indiana,Lake County,Hammond
USER_1a2a9312,United States of America,Ohio,Cuyahoga County,Cleveland
USER_dca4bad2,United States of America,New Jersey,Hudson County,Jersey City
USER_f3543a89,United States of America,New York,Kings,NYC
USER_a7872692,United States of America,North Carolina,Pitt County,Greenville
USER_dabf1c5e,United States of America,California,San Diego County,San Diego
USER_bf8ff154,United States of America,New York,New York,NYC
USER_2ca47150,United States of America,New York,Kings,NYC
USER_4c51c0dc,United States of America,New York,Queens County,NYC
USER_ba0c7ec5,United States of America,New York,New York,NYC
USER_9e4aa6ca,United States of America,Virginia,Norfolk (city),Portsmouth
USER_c2c295ee,United States of America,Ohio,Hamilton,Forest Park
USER_f0dee078,United States of America,California,Los Angeles,UKN
USER_a2ae8847,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_b352675d,United States of America,California,Los Angeles County,L.A.
USER_f4eba471,United States of America,California,Sacramento,Sacramento
USER_f52afe40,United States of America,California,Los Angeles County,Montebello
USER_7644eb07,United States of America,New York,Queens County,NYC
USER_2d331f1f,United States of America,New Jersey,Union,Rahway
USER_d52dc3b0,United States of America,Florida,Miami-Dade County,UKN
USER_b525eca1,United States of America,California,Los Angeles County,Inglewood
USER_204b7192,United States of America,Connecticut,Fairfield,Bridgeport
USER_d3b789c8,United States of America,North Carolina,Mecklenburg,Charlotte
USER_4b8ace8f,United States of America,Texas,Ellis,Palmer
USER_edc8b2c1,United States of America,Louisiana,Orleans,New Orleans
USER_0ffc179e,United States of America,Maryland,Frederick,Linganore-Bartonsville
USER_13aa4f3e,United States of America,Massachusetts,Essex County,Haverhill
USER_6032e86c,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_4f725996,United States of America,North Carolina,Guilford,UKN
USER_5feb8d1f,United States of America,New York,New York,NYC
USER_b71c2f48,United States of America,New York,Queens County,NYC
USER_d7423383,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_a6ee82e7,United States of America,Michigan,Oakland,Detroit
USER_d2d5718f,United States of America,Maryland,Baltimore,Baltimore
USER_600625ad,United States of America,Illinois,Cook,Chicago
USER_32652fcc,United States of America,South Carolina,Orangeburg,Brookdale
USER_86f10c45,United States of America,New York,Kings,NYC
USER_5fbec2a7,United States of America,Virginia,Rockingham County,Harrisonburg
USER_ef142501,United States of America,Georgia,Gwinnett County,Lawrenceville
USER_7327b838,United States of America,North Carolina,Wake,Raleigh
USER_966052b8,United States of America,Texas,Tarrant County,Grapevine
USER_95694211,United States of America,Illinois,Saint Clair,Lebanon
USER_13c0bfc9,United States of America,Tennessee,Rutherford,Murfreesboro
USER_6cc5fca8,United States of America,Minnesota,Hennepin County,Brooklyn Park
USER_97f1b6bc,United States of America,Alabama,Montgomery,Montgomery
USER_767bc451,United States of America,South Carolina,Richland,UKN
USER_74e38a54,United States of America,New York,New York,NYC
USER_af4719bc,United States of America,North Carolina,Guilford,Greensboro
USER_1901476e,United States of America,South Carolina,Berkeley,UKN
USER_39db4e70,United States of America,North Carolina,Mecklenburg,UKN
USER_cf46fd0f,United States of America,Maryland,Prince George's,Bowie
USER_216928f7,United States of America,Georgia,Cobb County,Kennesaw
USER_8005675d,United States of America,California,Los Angeles,UKN
USER_4a274395,United States of America,Maryland,Baltimore County,UKN
USER_59a30d7c,United States of America,New York,Kings,NYC
USER_5499067a,United States of America,New York,Broome County,Binghamton
USER_3fcd67d1,United States of America,California,Los Angeles County,UKN
USER_8b6ab7eb,United States of America,Virginia,Richmond (city),Richmond
USER_7dbedafe,United States of America,Tennessee,Shelby,Memphis
USER_e555c0c8,Canada,Ontario,UKN,Toronto
USER_aeb4fc6b,United States of America,New York,Kings,NYC
USER_fc4bb438,United States of America,North Carolina,Pitt,UKN
USER_e2995788,United States of America,Tennessee,Blount,UKN
USER_28243389,United States of America,Virginia,Prince William,Woodbridge
USER_ec884f90,United States of America,New Jersey,Hudson County,Jersey City
USER_a5b81e91,United States of America,UKN,District of Columbia,Washington
USER_6a0ce620,United States of America,New York,Nassau,Uniondale
USER_80a092ec,United States of America,New York,Kings,NYC
USER_abe3eeff,United States of America,New York,Bronx County,NYC
USER_16aaafb6,United States of America,North Carolina,Robeson County,UKN
USER_fbf6a940,United States of America,Indiana,Lake County,Gary
USER_75f8eedc,United States of America,California,Orange County,Anaheim
USER_25fab4d3,United States of America,Ohio,Cuyahoga County,Euclid
USER_152cb83e,United States of America,Texas,Fort Bend,Missouri City
USER_fcdf0d80,United States of America,New York,New York,NYC
USER_48f573af,United States of America,Illinois,Cook,Chicago
USER_05bb2698,United States of America,New York,Kings,NYC
USER_2f2f0bf9,United States of America,New York,Bronx County,NYC
USER_458d2689,United States of America,Texas,Harris County,Houston
USER_679959a1,United States of America,Florida,Broward County,Miramar
USER_54657b85,United States of America,New York,Kings,NYC
USER_f8097121,United States of America,New York,Kings,NYC
USER_049da278,United States of America,Wisconsin,Milwaukee,Cudahy
USER_d35b6a6e,United States of America,Maryland,Prince George's,Woodlawn
USER_1aef4482,United States of America,California,Los Angeles County,L.A.
USER_18840dc0,United States of America,Florida,Broward County,Coconut Creek
USER_4a7b6fc9,United States of America,Illinois,Cook,UKN
USER_ffe2265d,United States of America,Massachusetts,Worcester County,Worcester
USER_58eab05f,United States of America,Florida,Miami-Dade County,UKN
USER_84adff7f,United States of America,Virginia,Norfolk (city),Norfolk
USER_bc0ffc03,United States of America,New York,Kings County,NYC
USER_39dde3f8,United States of America,Ohio,Franklin County,Columbus
USER_8deaaad6,United States of America,Georgia,Gwinnett County,Sugar Hill
USER_c3483e72,United States of America,Nevada,Clark County,UKN
USER_96f0601a,United States of America,California,Alameda County,Alameda
USER_84953755,United States of America,Indiana,Marion,UKN
USER_cede22c8,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_a5b26697,United States of America,New York,Bronx County,NYC
USER_2ae25ac0,Canada,Ontario,UKN,Toronto
USER_5e610e5a,United States of America,Michigan,Wayne,Detroit
USER_3e03e843,United States of America,New Jersey,Passaic,Paterson
USER_3351df96,United States of America,Georgia,Peach,UKN
USER_be68f750,United States of America,New York,Bronx County,NYC
USER_b55014c4,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_0e6ad673,United States of America,Massachusetts,Middlesex County,Somerville
USER_9ad30e12,United States of America,California,Santa Clara County,Santa Clara
USER_38784f56,United States of America,New York,Kings,NYC
USER_d8e9dccf,United States of America,Ohio,Cuyahoga County,Cleveland
USER_ff711dd0,United States of America,Illinois,Cook,Chicago
USER_217010e4,United States of America,New York,Rockland,Hillcrest
USER_b9ed77d3,United States of America,California,Los Angeles,Long Beach
USER_2ad2af39,United States of America,California,Orange County,Fullerton
USER_3764bf32,United States of America,New Jersey,Essex County,Newark
USER_acfdf7d2,United States of America,Texas,Harris County,UKN
USER_a5704ec4,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_0eab08bf,United States of America,California,Los Angeles County,UKN
USER_d9ded648,United States of America,Texas,Tarrant County,Arlington
USER_12a816af,United States of America,California,Los Angeles,Torrance
USER_d21b43b1,United States of America,Mississippi,Jasper,Hattiesburg
USER_41b1e5d3,United States of America,California,San Bernardino County,San Bernardino
USER_523ab4f5,United States of America,New York,Bronx County,NYC
USER_e3dcc458,United States of America,Arizona,Maricopa County,Surprise
USER_7299055e,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_7896ef6c,???????/China,?? / Xinjiang,??? (Shule),UKN
USER_a965dc89,United States of America,Nebraska,Douglas,Omaha
USER_2a9f3b72,United States of America,Georgia,Cobb,Marietta
USER_603cf7fc,Canada,Ontario,UKN,Toronto
USER_5c9733db,United States of America,South Carolina,Richland,Columbia
USER_f891404d,United States of America,Michigan,Oakland,Lathrup Village
USER_1852c07a,United States of America,California,Riverside County,Riverside
USER_be56f728,United States of America,California,Los Angeles,Long Beach
USER_a1c7ee6e,United States of America,Michigan,Washtenaw,Pittsfield Charter Township
USER_2d847f27,United States of America,Georgia,Cobb,Smyrna
USER_e589c469,United States of America,New Jersey,Essex,East Orange
USER_c639ed80,United States of America,Massachusetts,Suffolk County,Boston
USER_45ec07bb,United States of America,Texas,Harris,UKN
USER_70ba20c6,United States of America,California,San Bernardino County,Rialto
USER_35e498e5,United States of America,New York,Queens County,NYC
USER_ea78a06c,United States of America,Georgia,Sumter,Americus
USER_bf992cd1,United States of America,New York,Queens County,NYC
USER_734b5fec,Canada,Ontario,UKN,Toronto
USER_71ad2009,United States of America,Georgia,Fulton County,Fairburn
USER_4d4de2a9,United States of America,New York,Kings County,NYC
USER_219004bc,United States of America,Florida,Broward County,Coral Springs
USER_7a39c75f,United States of America,California,Los Angeles,Long Beach
USER_19325d87,United States of America,New York,New York,NYC
USER_356fbf87,United States of America,New York,Bronx County,NYC
USER_0e35810b,United States of America,California,Los Angeles County,L.A.
USER_f0e2ed41,United States of America,Illinois,Cook,Richton Park
USER_8a3b142d,United States of America,Texas,Bexar County,San Antonio
USER_30fffcbf,United States of America,Washington,King,Renton
USER_371c0cb7,United States of America,Mississippi,Madison County,UKN
USER_e61a0402,United States of America,North Carolina,Forsyth,Winston-Salem
USER_e07518fc,United States of America,Maryland,Baltimore,Baltimore
USER_2b101d03,United States of America,Michigan,Wayne County,Detroit
